,TSS_max,TSS_mean,TSS_min,TSS_stdDev,area_km2,band_count,time_finish,time_start,water_period,year,mean_discharge,mean_loc_chirps,u_wind_loc,v_wind_loc,watershed,anthropogenic_km2,natural_km2
202,215.13650512695312,20.594524761673625,8.12880802154541,8.158254087264071,1575.5705845280804,6.0,2014-09-16,2014-06-16,F,2014,226714.9174193548,298.297335592742,-2.8087372188630884,-0.2019301538542366,Local Watershed,186.9202394168476,1464.212168872234
203,231.14993286132807,76.65548728280507,8.699872016906738,50.87727304392772,1018.5435616674932,6.0,2014-12-24,2014-09-16,LW,2014,131919.33987999998,218.21076679845265,-2.2510706577780684,0.4326363899975122,Local Watershed,186.9202394168476,1464.212168872234
204,233.08302307128903,48.16251397973986,8.335250854492188,27.09406938505264,1124.9725785621931,6.0,2015-04-09,2014-12-24,R,2014,173131.46252336446,992.5624840956474,-2.0506304684283965,-0.3881785368015776,Local Watershed,186.9202394168476,1464.212168872234
205,215.53692626953125,20.813529866257102,7.931506156921387,11.980723545805864,1545.6308381379104,6.0,2015-07-09,2015-04-09,HW,2015,,583.9417772668761,-2.517296429154177,-0.2168255026204457,Local Watershed,197.73102540128008,1526.3494596576022
207,215.9346923828125,22.22056501035677,8.107645988464355,8.684201356851975,1544.5354306011834,6.0,2015-09-23,2015-07-09,F,2015,,85.39304520846953,-3.041548791055152,-0.1867154044269669,Local Watershed,197.73102540128008,1526.3494596576022
209,228.90313720703125,158.8779550669109,8.829757690429688,69.42873807497533,843.554311912262,6.0,2015-12-24,2015-09-23,LW,2015,,99.18727809991924,-3.1227379504342694,0.022861252607038,Local Watershed,197.73102540128008,1526.3494596576022
211,234.6958923339844,125.15940143376002,7.969209671020508,82.1043511235721,589.1910924295852,6.0,2016-04-08,2015-12-24,R,2015,,795.9454167405296,-2.216892803137629,-0.4928147361173954,Local Watershed,197.73102540128008,1526.3494596576022
213,217.1455841064453,35.42401717849133,7.910932540893555,14.781681171640448,1376.4895053227092,6.0,2016-07-09,2016-04-08,HW,2016,,651.6895205697627,-2.0478211565839683,-0.1909214066648542,Local Watershed,211.346449634342,1575.1868797662785
215,232.20144653320312,46.6463657193834,8.030111312866211,21.175725265852908,1371.3904525231485,6.0,2016-09-23,2016-07-09,F,2016,,136.58462704371044,-1.5223334741174983,0.0044718651689047,Local Watershed,211.346449634342,1575.1868797662785
217,230.12384033203125,181.29711706243077,10.83965301513672,45.93282253268141,785.3439559297509,6.0,2016-12-16,2016-09-23,LW,2016,,437.5913603089676,-1.747494410399856,0.2277701336353461,Local Watershed,211.346449634342,1575.1868797662785
219,234.99539184570312,75.39275313291314,7.932968616485596,59.74952736076549,1028.185051736889,6.0,2017-03-16,2016-12-16,R,2016,,1113.3884326778275,-1.6314198303277876,-0.5772673096383804,Local Watershed,211.346449634342,1575.1868797662785
221,230.10487365722656,21.08413163515585,7.902323246002197,16.840143148732615,1435.6735694823274,6.0,2017-06-08,2017-03-16,HW,2017,,613.5850078825523,-1.9394291414132667,-0.3170853198900938,Local Watershed,219.2791704031104,1521.0721314362222
223,219.57666015625,20.397643848923455,7.913033962249756,9.019183608098688,1484.8317434647183,6.0,2017-08-23,2017-06-08,F,2017,,197.2201486763723,-2.113030436204949,-0.3893833943084021,Local Watershed,219.2791704031104,1521.0721314362222
225,230.8618621826172,116.49428816132594,10.828718185424805,74.30866689924513,925.7556352319948,6.0,2017-11-30,2017-08-23,LW,2017,,100.0156984084432,-2.1796599070963487,0.1291245636708278,Local Watershed,219.2791704031104,1521.0721314362222
227,233.90911865234372,69.07357087570405,8.198188781738281,45.113221161304274,1034.2298070811123,6.0,2018-04-01,2017-11-30,R,2017,,936.8978517736986,-1.6884562976563449,-0.5234213975151072,Local Watershed,219.2791704031104,1521.0721314362222
229,215.76361083984372,21.489996787987412,7.890129566192627,12.99080951799706,1405.9776058565549,6.0,2018-07-09,2018-04-01,HW,2018,,886.8599647565603,-1.7166289675191242,-0.4577239851300849,Local Watershed,221.8293284103765,1548.6928571787523
231,216.3997344970703,18.703375721484843,7.872185707092285,8.426675570578883,1410.7555461079207,6.0,2018-09-23,2018-07-09,F,2018,,198.1408222608496,-2.170525450276802,-0.2255423331689683,Local Watershed,221.8293284103765,1548.6928571787523
233,231.6390380859375,153.8935259396707,10.828718185424805,67.44808530432398,825.515596555666,6.0,2018-12-24,2018-09-23,LW,2018,,355.98156476436884,-2.200649060446867,-0.1747317770789676,Local Watershed,221.8293284103765,1548.6928571787523
235,231.5760803222656,50.53650934202023,8.171492576599121,23.514904056990535,1247.3247343956157,6.0,2019-04-09,2018-12-24,R,2018,186162.61560747665,998.4165081440564,-2.102817153448328,-0.5388208015844927,Local Watershed,221.8293284103765,1548.6928571787523
236,220.10504150390625,18.846144772963903,7.871316909790039,12.72959062012358,1399.7703880919507,6.0,2019-07-09,2019-04-09,HW,2019,,669.4696067600584,-2.221583979670104,-0.2530688108391124,Local Watershed,214.5031492517284,1514.696563246411
238,220.7078399658203,18.186829049774648,7.932968616485596,8.625177551094962,1471.4185641036038,6.0,2019-09-23,2019-07-09,F,2019,,80.08234155017324,-2.235029093560825,-0.2707872100452224,Local Watershed,214.5031492517284,1514.696563246411
240,234.16091918945312,84.63590970783298,9.532992362976074,51.145076982306975,951.6931587099024,6.0,2019-12-24,2019-09-23,LW,2019,,397.41710120630745,-1.5791922161461187,0.1239434098225378,Local Watershed,214.5031492517284,1514.696563246411
242,229.1150360107422,44.4127562664043,7.932968616485596,16.887689000789898,1322.433629127874,6.0,2020-04-08,2019-12-24,R,2019,,933.026617406254,-1.6005407916260497,-0.5413098348513904,Local Watershed,214.5031492517284,1514.696563246411
244,230.7622833251953,17.942366944557516,7.929745674133301,10.808303292867109,1388.907347926223,6.0,2020-07-09,2020-04-08,HW,2020,,808.0849185867289,-1.841290033798958,-0.1388798156003427,Local Watershed,202.9056439165413,1559.9412489859835
246,216.53858947753903,19.25298214307352,7.871316909790039,8.31043875129607,1386.7318863410776,6.0,2020-09-23,2020-07-09,F,2020,,104.30575299297844,-2.0969319527959893,-0.2308095008240676,Local Watershed,202.9056439165413,1559.9412489859835
248,234.1347503662109,156.80679926680426,8.762274742126465,65.34488461086109,870.9230101919843,6.0,2020-12-16,2020-09-23,LW,2020,,300.1004569539237,-1.81702592966006,-0.1780899094237769,Local Watershed,202.9056439165413,1559.9412489859835
250,233.83187866210935,59.25633343665595,8.58413314819336,37.88091579639914,1062.2312164942164,6.0,2021-03-16,2020-12-16,R,2020,,992.8994518998088,-1.5291057701904949,-0.5114259273955855,Local Watershed,202.9056439165413,1559.9412489859835
252,222.3549041748047,20.479828467574126,7.887654781341553,16.35300503703702,1476.582541807496,6.0,2021-06-16,2021-03-16,HW,2021,,615.4400846498276,-1.5752554975287774,-0.2684109553599444,Local Watershed,196.5952293919595,1521.152453573923
254,215.6035919189453,18.737271808559303,7.871316909790039,8.016662467637367,1540.6992103579562,6.0,2021-09-16,2021-06-16,F,2021,225755.5648387097,282.9943516778372,-1.5089091109412582,-0.3555428733888868,Local Watershed,196.5952293919595,1521.152453573923
255,233.2685546875,86.126608245818,8.109652519226074,52.2862017105925,1067.8467128055493,6.0,2021-12-16,2021-09-16,LW,2021,,453.2952012206303,-1.3569719117040846,-0.176001247791668,Local Watershed,196.5952293919595,1521.152453573923
257,229.90956115722656,54.608522592417,8.823901176452637,23.875605210957566,1266.3716786458226,6.0,2022-03-16,2021-12-16,R,2021,,1039.0601781372068,-1.4169729151046797,-0.5351466364174139,Local Watershed,196.5952293919595,1521.152453573923
259,215.43914794921875,22.29036628247307,7.890657424926758,15.926302581926713,1546.8258473515014,6.0,2022-06-16,2022-03-16,HW,2022,,942.8514786836688,-1.4968315859610228,-0.2516470062857532,Local Watershed,195.54185314466775,1451.598098128159
261,215.13650512695312,17.000594966454305,7.912693023681641,6.877647074631695,1538.3428613469405,6.0,2022-09-16,2022-06-16,F,2022,220799.00795698923,202.00701688806453,-2.1790587698385857,-0.4084796456026258,Local Watershed,195.54185314466775,1451.598098128159
262,234.8497314453125,119.85448831793644,8.382858276367188,72.70486163366978,842.9505331267965,6.0,2022-12-16,2022-09-16,LW,2022,,216.0170399181865,-1.3839152252718037,-0.1823008850446045,Local Watershed,195.54185314466775,1451.598098128159
264,233.82449340820312,49.25365507882115,7.894221305847168,26.29336946422136,1176.8004705409487,6.0,2023-03-16,2022-12-16,R,2022,,927.0539593489352,-1.6112812487677102,-0.4821690308328852,Local Watershed,195.54185314466775,1451.598098128159
266,215.8895568847656,22.039037825493267,7.863780498504639,12.934526438368763,1381.9801043063344,6.0,2023-06-16,2023-03-16,HW,2023,,643.1738035502359,-1.895915110709869,-0.1592939325013794,Local Watershed,199.57046044111289,1626.9065670491184
268,215.53128051757807,24.62412453309287,7.912693023681641,8.84538923253411,1398.101162033911,6.0,2023-09-16,2023-06-16,F,2023,192864.37516129029,64.59318322196552,-2.615974780615878,-0.1413830454843854,Local Watershed,199.57046044111289,1626.9065670491184
269,233.40277099609372,187.4144033857236,8.689016342163086,56.53101428781168,629.2155556177454,6.0,2023-12-16,2023-09-16,LW,2023,,164.9735926826986,-2.627760793200258,0.1404562465471896,Local Watershed,199.57046044111289,1626.9065670491184
271,234.7411193847656,63.839445589019306,8.0036039352417,64.34623820173749,502.0934811031543,6.0,2024-03-16,2023-12-16,R,2023,,734.9022150887736,-2.205439295649077,-0.2111775266564336,Local Watershed,199.57046044111289,1626.9065670491184
273,230.60055541992188,36.91455715854969,7.937634468078613,18.75398378062776,1201.4655337144818,6.0,2024-06-08,2024-03-16,HW,2024,,1053.8292431761054,-1.9188090207340311,-0.3503345937431042,Local Watershed,224.67815086609056,1674.6484896529107
275,220.76698303222656,33.658593729735856,7.932968616485596,12.795185179592591,1310.0405522977385,6.0,2024-08-23,2024-06-08,F,2024,,104.67731675437996,-2.373737991031875,-0.3487596928144355,Local Watershed,224.67815086609056,1674.6484896529107
277,234.0022125244141,178.7872462154001,8.711090087890625,63.96441306816552,561.8825277237233,6.0,2024-11-23,2024-08-23,LW,2024,,95.1682957612141,-2.4967538324517786,-0.0123549296549693,Local Watershed,224.67815086609056,1674.6484896529107
279,235.1419677734375,126.39718564480066,7.947256565093994,86.05765275271357,368.46327097384574,6.0,2025-03-09,2024-11-23,R,2024,124708.11024299066,1205.653605429058,-1.683873036230058,-0.2517200327475072,Local Watershed,224.67815086609056,1674.6484896529107
280,215.3931427001953,21.700120720468718,7.871316909790039,13.777758372620609,1303.1411332515793,6.0,2025-06-09,2025-03-09,HW,2025,223941.2921505376,837.9436838095171,-2.2273152393874738,-0.3436417381883023,Local Watershed,,
281,215.30111694335935,20.144170131480102,7.920571804046631,11.239460743926765,1433.6633269843169,6.0,2025-09-09,2025-06-09,F,2025,231944.08471698116,268.5585195811858,-2.3563427910929144,-0.2044066069501846,Local Watershed,,
282,231.28485107421875,58.66948157917223,8.2548828125,27.91647102162067,1112.8316988104175,6.0,2025-12-09,2025-09-09,LW,2025,,218.50484744287272,-2.0754933729906098,0.1435913338040658,Local Watershed,,
