system:index,area_km2,class,class_name,watershed,year,.geo
1_1_2_12,0.48585010180664057,31,Aquaculture,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_13,19328.395984496,33,"River, Lake and Ocean",Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_14,0.14480872875976564,35,Unknown,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_15,20.10324162355266,41,Mosaic of Crops,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,22.848031999597428,0,Unknown,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_1,288959.8617774089,3,Forest Formation,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2,558.6443723599698,4,Savanna Formation,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_3,19062.197933219348,6,Unknown,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_4,5081.80665323244,11,Wetland,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_5,4328.532084312847,12,Grassland,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_6,4740.129333017819,15,Pasture,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_7,47.97692460843527,20,Sugar Cane,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_8,174.8762215726561,24,Urban Infrastructure,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_9,191.8368262229666,25,Other Non Vegetated,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_10,165.52184593355483,29,Rocky outcrop,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_11,350.6413440094187,30,Mining,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_12,0.45099979364013665,31,Aquaculture,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_13,18518.22568671247,33,"River, Lake and Ocean",Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_14,0.14480872875976564,35,Unknown,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_15,12.791563345034605,41,Mosaic of Crops,Curuai - Regional Watershed,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,22.138770490891176,0,Unknown,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,288835.18512249837,3,Forest Formation,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,559.154165695419,4,Savanna Formation,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,19284.75945527558,6,Unknown,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4,6051.177880629697,11,Wetland,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5,4295.25706717125,12,Grassland,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6,5058.45937646907,15,Pasture,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7,47.985859220801004,20,Sugar Cane,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8,176.84812297671567,24,Urban Infrastructure,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9,201.9034666583062,25,Other Non Vegetated,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_10,165.5325725622169,29,Rocky outcrop,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11,363.47868598848487,30,Mining,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_12,0.4930542258300782,31,Aquaculture,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_13,17141.38809679428,33,"River, Lake and Ocean",Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_14,0.14480872875976564,35,Unknown,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_15,12.579901091738702,41,Mosaic of Crops,Curuai - Regional Watershed,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
